node,x_m,y_m,ux_m,uy_m,u_mag_m
93,-7.11200000e-02,3.04800000e-02,-1.15505059e-04,1.49212185e-03,1.49658579e-03
94,-1.11022302e-16,3.04800000e-02,-1.24149874e-04,1.79457481e-03,1.79886406e-03
95,7.11200000e-02,3.04800000e-02,-1.31938535e-04,2.11700471e-03,2.12111214e-03
96,1.42240000e-01,3.04800000e-02,-1.38871042e-04,2.45741386e-03,2.46133460e-03
97,2.13360000e-01,3.04800000e-02,-1.44947392e-04,2.81380456e-03,2.81753543e-03
98,2.84480000e-01,3.04800000e-02,-1.50167588e-04,3.18417915e-03,3.18771818e-03
99,3.55600000e-01,3.04800000e-02,-1.54531582e-04,3.56653990e-03,3.56988612e-03
100,4.26720000e-01,3.04800000e-02,-1.58039474e-04,3.95888954e-03,3.96204276e-03
101,4.97840000e-01,3.04800000e-02,-1.60690383e-04,4.35922946e-03,4.36219015e-03
102,5.68960000e-01,3.04800000e-02,-1.62486474e-04,4.76557016e-03,4.76833942e-03
103,6.40080000e-01,3.04800000e-02,-1.63410783e-04,5.17589223e-03,5.17847115e-03
104,7.11200000e-01,3.04800000e-02,-1.63492987e-04,5.58836697e-03,5.59075803e-03
105,-7.11200000e-01,5.08000000e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00
106,-6.40080000e-01,5.08000000e-02,-2.84391278e-05,3.37143233e-05,4.41071376e-05
107,-5.68960000e-01,5.08000000e-02,-5.46751501e-05,1.03666524e-04,1.17201196e-04
108,-4.97840000e-01,5.08000000e-02,-7.93552747e-05,2.10313927e-04,2.24787027e-04
109,-4.26720000e-01,5.08000000e-02,-1.02567339e-04,3.50823124e-04,3.65509129e-04
110,-3.55600000e-01,5.08000000e-02,-1.24343571e-04,5.23339910e-04,5.37908901e-04
111,-2.84480000e-01,5.08000000e-02,-1.44690100e-04,7.25816816e-04,7.40098152e-04
112,-2.13360000e-01,5.08000000e-02,-1.63609037e-04,9.56264183e-04,9.70159319e-04
113,-1.42240000e-01,5.08000000e-02,-1.81100855e-04,1.21268130e-03,1.22612946e-03
114,-7.11200000e-02,5.08000000e-02,-1.97165699e-04,1.49307091e-03,1.50603289e-03
115,-1.11022302e-16,5.08000000e-02,-2.11803603e-04,1.79543515e-03,1.80788499e-03
116,7.11200000e-02,5.08000000e-02,-2.25014580e-04,2.11777634e-03,2.12969673e-03
117,1.42240000e-01,5.08000000e-02,-2.36798632e-04,2.45809678e-03,2.46947633e-03
118,2.13360000e-01,5.08000000e-02,-2.47155763e-04,2.81439876e-03,2.82523032e-03
119,2.84480000e-01,5.08000000e-02,-2.56085975e-04,3.18468468e-03,3.19496424e-03
120,3.55600000e-01,5.08000000e-02,-2.63589324e-04,3.56695651e-03,3.57668255e-03
121,4.26720000e-01,5.08000000e-02,-2.69665807e-04,3.95921827e-03,3.96839123e-03
122,4.97840000e-01,5.08000000e-02,-2.74316338e-04,4.35946585e-03,4.36808791e-03
123,5.68960000e-01,5.08000000e-02,-2.77540314e-04,4.76573320e-03,4.77380786e-03
124,6.40080000e-01,5.08000000e-02,-2.79354267e-04,5.17589954e-03,5.18343273e-03
125,7.11200000e-01,5.08000000e-02,-2.79751340e-04,5.58856820e-03,5.59556568e-03
